glottocode,name,level,latitude,longitude
lemk1239,Lemko,dialect,,
tran1299,Transcarpathian Rusyn,dialect,,
pres1241,Prešov,dialect,,
pann1240,Pannonian Ruthenian,dialect,,
oldr1238,Old Russian,language,54.813,31.827
russ1263,Russian,language,59.0,50.0
cent2343,Central Russian,dialect,,
nini1236,Ninilchik,dialect,,
nort2597,North Russian,dialect,,
pomo1275,Pomor,dialect,,
volo1239,Vologda-Kirov,dialect,,
vlad1234,Vladimir-Volga,dialect,,
novg1241,Novgorod North Russian,dialect,,
olon1246,Olonets,dialect,,
kodi1252,Kodiak Creole Russian,dialect,65.70024,-174.14915
sout2602,South Russian,dialect,,
nucl1775,Nuclear South Russian,dialect,,
douk1234,Doukhobor,dialect,,
molo1267,Molokan,dialect,,
lipo1245,Lipovan,dialect,,
bela1254,Belarusian,language,53.2307,25.6038
cent1954,Central Belarusan,dialect,,
nort2598,Northeast Belarusan,dialect,,
sout2603,Southwest Belarusan,dialect,,
west2792,West Slavic,family,,
czec1260,Czech-Slovak,family,,
czec1258,Czech,language,49.873398,15.10437
zaol1234,Zaolzie,dialect,,
czec1259,Czecho-Moravian,dialect,,
oldc1253,Old Czech,dialect,,
bohe1242,Bohemia-West Moravia,dialect,,
sout1722,Southwest Bohemian,dialect,,
cent1953,Central Bohemian,dialect,,
nort2596,Northeast Bohemian,dialect,,
west3000,West Judeo-Slavic,dialect,,
hana1242,Hanak,dialect,,
lach1246,Lach,dialect,,
slov1269,Slovak,language,48.545705,18.78479
sorb1249,Sorbian,family,,
lowe1385,Lower Sorbian,language,51.6621,13.9407
west3008,Western Lower Sorbian,dialect,,
east2906,Eastern Lower Sorbian,dialect,,
schl1238,Schleife,dialect,,
musk1257,Muskau,dialect,,
uppe1395,Upper Sorbian,language,51.2403,14.4098
west3007,Western Upper Sorbian,dialect,,
kame1249,Kamenz,dialect,,
witt1234,Wittichenau,dialect,,
east2905,Eastern Upper Sorbian,dialect,,
heat1234,Heath,dialect,,
baut1239,Bautzen,dialect,,
lech1241,Lechitic,family,,
kash1274,Kashubian,language,54.2996,18.6163
kash1275,Kashubian Proper,dialect,,
slov1270,Slovincian,dialect,,
pola1255,Polabian,language,52.0,14.0
poli1262,Polish-Silesian,family,,
poli1260,Polish,language,51.8439,18.6255
grea1303,Great Poland,dialect,,
oldp1256,Old Polish,dialect,,
litt1243,Little Poland,dialect,,
sile1253,Silesian,language,50.9656,16.9491
indo1320,Indo-Iranian,family,,
nuri1243,Nuristani,family,,
pras1239,Prasun,language,35.420531,70.922783
cent1976,Central Prasun,dialect,,
uppe1402,Upper Prasun,dialect,,
lowe1390,Lower Prasun,dialect,,
ashk1246,Ashkun,language,35.10699,70.542035
gram1239,Sanu-Gramsena,dialect,,
ashu1242,Ashkunu,dialect,,
kati1270,Katë,language,35.4145,70.9826
mumv1239,Mumviri,dialect,35.673579,71.343918
kamv1242,Kamviri,dialect,35.409908,71.338778
nucl1277,Kamdeshi,dialect,,
lame1271,Lamertiviri,dialect,,
kati1279,Kataviri,dialect,,
east2308,Eastern Kataviri,dialect,,
west2372,Western Kataviri,dialect,35.432631,70.347372
kula1287,Kulam,dialect,,
ramg1234,Ramgel,dialect,,
peru1237,Peruk,dialect,,
ktiv1234,Ktivi,dialect,,
waig1246,Nuristani Kalasha-Tregami,family,,
treg1243,Tregami,language,34.998117,71.099792
waig1243,Nuristani Kalasha,language,35.191171,70.993533
varj1239,Warjan,dialect,,
zemi1238,Zemiaki,dialect,34.888325,70.751132
chim1297,Chima-Nishey,dialect,,
indo1321,Indo-Aryan,family,,
sans1269,Sanskrit,language,20.0,77.0
clas1258,Classical Sanskrit,dialect,,
vedi1234,Vedic Sanskrit,dialect,,
pash1270,Pashayi,family,,
east2322,Eastern Pashayi,family,,
nort2666,Northeast Pashayi,language,34.878256,70.890845
kand1293,Kandak,dialect,,
kurd1258,Kurdar,dialect,,
aret1240,Aret,dialect,,
chal1263,Chalas,dialect,,
kura1247,Kurangal,dialect,,
sout2672,Southeast Pashayi,language,34.66597,70.592042
kuna1265,Kunar (Southeast Pashayi),dialect,,
wega1238,Wegal,dialect,,
darr1238,Darrai Nur,dialect,,
alin1238,Alingar,dialect,,
lagh1243,Laghman,dialect,,
west2387,Western Pashayi,family,,
sout2671,Southwest Pashayi,language,34.8478,69.8734
ishp1238,Ishpi,dialect,,
iske1238,Isken,dialect,,
taga1265,Tagau,dialect,,
nort2665,Northwest Pashayi,language,34.931823,70.087592
naji1238,Najil,dialect,,
bola1240,Bolaghain,dialect,,
wada1258,Wadau,dialect,,
shut1242,Shutul (Northwest Pashayi),dialect,,
uzbi1238,Uzbin,dialect,,
pash1271,Pashagar,dialect,,
para1300,Parazhghan,dialect,,
alas1253,Alasai,dialect,,
sanj1275,Sanjan,dialect,,
pand1261,Pandau,dialect,,
sham1274,Shamakot,dialect,,
gulb1238,Gulbahar,dialect,,
laur1248,Laurowan,dialect,,
kohn1238,Kohnadeh,dialect,,
nang1257,Nangarach,dialect,,
pach1239,Pachagan,dialect,,
kala1372,Chitral Kalasha,language,35.6415,71.6657
east2893,Eastern Chitral Kalasha,dialect,,
sout2669,Southern Chitral Kalasha,dialect,,
nort2663,Northwest Chitral Kalasha,dialect,,
rumb1241,Rumbur-Bumboret,dialect,,
biri1261,Birir-Jinjiret,dialect,,
midd1375,Middle-Modern Indo-Aryan,family,,
sinh1245,Dhivehi-Sinhala,family,,
sinh1247,Sinhalaic,family,,
vedd1240,Veddah,language,6.97396,81.2618
sinh1246,Sinhala,language,8.0,81.0
rodi1239,Rodiya,dialect,,
dhiv1236,Dhivehi,language,1.928498,73.54433
cont1248,Continental Indo-Aryan,family,,
indo1324,Indo-Aryan Northwestern zone,family,,
sind1278,Sindhi-Lahnda,family,,
sind1279,Sindhic,family,,
sind1282,Sindhi-Kachchi,family,,
kach1277,Kachchi,language,23.83,69.0
jade1242,Jadeji,dialect,,
sind1272,Sindhi,language,26.0,69.0
mach1263,Macharia,dialect,,
lari1254,Lari (Sindhi),dialect,,
duks1238,Dukslinu,dialect,,
thar1282,Thari,dialect,,
vicc1238,Viccholi,dialect,,
bhat1267,Bhatia,dialect,,
sind1273,Sindhi Musalmani,dialect,,
kaya1313,Kayasthi,dialect,,
thar1281,Thareli,dialect,,
uncl1504,Unclassified Sindhic,family,,
sind1270,Sindhi Bhil,language,24.5408,69.0008
sind1271,Sindhi Meghwar,dialect,,
badi1245,Badin,dialect,,
mohr1238,Mohrano,dialect,,
nucl1286,Nuclear Sindhi Bhil,dialect,,
khol1241,Kholosi,language,27.119682,54.295807
luwa1238,Luwati,language,23.6322,58.4916
memo1238,Memoni,language,24.853,67.007
khet1238,Khetrani,language,30.4799,70.2828
jafr1238,Jafri,dialect,,
balo1266,Balochistani Khetrani,dialect,,
lasi1244,Lasi-Jadgali,family,,
jadg1238,Jadgali,language,26.9682,63.535
lasi1242,Lasi,language,25.3293,66.9137
lahn1241,Greater Panjabic,family,,
hind1274,Hindko-Siraiki,family,,
hind1271,Hindko,family,,
nort2662,Northern Hindko,language,34.3202,73.3844
tina1256,Tinauli,dialect,,
kagh1234,Kaghani,dialect,,
sout2668,Southern Hindko,language,33.2122,72.1702
atto1238,Attock Hindko,dialect,,
west2952,Western Hindko,dialect,,
rura1239,Rural Peshawar Hindko,dialect,,
pesh1239,Peshawar Hindko,dialect,,
avan1234,Avankari Hindko,dialect,,
gheb1234,Ghebi,dialect,,
koha1245,Kohat Hindko,dialect,,
sira1271,Siraikic,family,,
jaka1245,Inku,language,36.001755,68.611035
sera1259,Saraiki,language,29.5534,71.906
baha1254,Bahawalpuri,dialect,,
jang1253,Jhangi,dialect,,
thal1241,Thali,dialect,,
cent2408,Central Siraiki,dialect,,
mult1243,Multani,dialect,,
dera1244,Derawali,dialect,,
sira1262,Sindhi Siraiki,dialect,,
paha1255,Paharic,family,,
paha1251,Pahari Potwari,language,33.6424,73.8071
paha1252,Pahari,dialect,,
chib1247,Chibhali,dialect,,
mirp1238,Mirpur Panjabi,dialect,33.5582,74.3713
poth1238,Pothwari,dialect,,
punc1240,Punchic,dialect,,
zira1238,Zirak-Boli,dialect,,
zayo1238,Zaghloli,dialect,,
shah1256,Shah-Mansuri,dialect,,
punc1239,Punchhi,dialect,,
sira1263,Sirajic,language,33.143621,75.545125
ramb1240,Rambani,dialect,,
sira1264,Siraji of Doda,dialect,,
west2386,Western Panjabi,language,30.0948,75.3474
jatk1238,Jatki,dialect,,
dhan1272,Dhanni,dialect,,
shah1266,Shahpuri,dialect,,
east2727,Eastern Panjabic,family,,
panj1256,Eastern Panjabi,language,30.0368,75.6702
powa1244,Powadhi,dialect,,
doab1238,Doabi,dialect,,
bhat1264,Bhattiyani,dialect,,
pati1240,Patialwi,dialect,,
panj1257,Ludhianwi,dialect,,
bath1239,Rathi (Panjabi),dialect,,
malw1235,Malwa,dialect,,
majh1252,Majhi (Panjabi),dialect,,
sans1271,Sansi,language,28.7364,72.6838
soch1238,Sochi,dialect,,
pais1238,Paisaci Prakrit,language,19.48,75.38
indo1323,Indo-Aryan Eastern zone,family,,
oriy1254,Oriya-Gauda-Kamrupa,family,,
gaud1237,Gauda-Kamrupa,family,,
kamt1240,Kamrupa,family,,
kamt1242,Kamta,family,,
rang1265,Central-Eastern Kamta,language,26.3834,88.4536
kamt1243,Kamta (India),dialect,,
bahe1242,Bahe,dialect,,
rang1272,Rangpuri (Bangladesh),dialect,,
west2382,Western Kamta,family,,
rajb1243,Rajbanshi,language,26.521945,88.038582
surj1235,Surjapuri,language,25.686,85.792
assa1262,Eastern Kamrupa,family,,
naga1394,Naga Pidgin,language,25.2508,93.4438
assa1263,Assamese,language,26.0876,91.2932
jhar1240,Jharwa,dialect,,
stan1302,Standard Assamese,dialect,,
west2383,Western Assamese,dialect,,
maya1277,Mayang,dialect,,
gaud1238,Gauda-Banga,family,,
bish1244,Bishnupriya Manipuri,language,24.4578,92.0157
mada1280,Madai Gang,dialect,,
raja1252,Rajar Gang,dialect,,
rohi1238,Rohingya,language,20.833082,92.393968
lodh1246,Lodhi,language,20.8954,84.9463
sout3182,Southeastern Bengali,family,,
noak1234,Noakhali,language,22.64424,91.08214
feni1234,Feni (Noakhali),dialect,,
hati1234,Hatia islands,dialect,,
maij1234,Maijdi,dialect,,
tang1330,Tangchangya,language,22.3185,92.5073
chit1275,Chittagonian,language,20.831,93.1695
chak1266,Chakma,language,23.00148,92.339
malp1246,Mar Paharia of Dumka,language,24.087,87.3507
khar1283,Kharia Thar,language,22.245,83.799
beng1280,Bengali,language,24.0,90.0
cent1983,Central Bengali,dialect,,
nort2658,Northern Bengali,dialect,,
siri1268,Siripuria,dialect,,
rajs1238,Rajshahi,dialect,,
kach1275,Kachari-Bengali,dialect,,
koch1248,Koch (Northern Bengali),dialect,,
vang1242,Vanga,dialect,,
gand1253,Ganda (Bengali),dialect,,
muss1245,Musselmani,dialect,,
sara1311,Saraki,dialect,,
bhat1266,Bhatiari,dialect,,
sama1293,Samaria,dialect,,
bari1281,Barik,dialect,,
chir1281,Chirmar,dialect,,
uncl1515,Unclassified Gauda-Banga,family,,
kurm1243,Kurmukar,language,26.9175,87.3205
east2744,Eastern Bengali,family,,
sylh1242,Sylheti,language,24.83724,92.25347
hajo1238,Hajong,language,25.5143,89.8594
macr1269,Macro-Oriya,family,,
reli1238,Reli,language,18.1213,82.4996
bodo1266,Bodo Parja,language,19.0745,82.8774
oriy1255,Odia,language,21.0,85.0
west2384,Western Oriya,dialect,,
halb1245,Halbi (Nuclear Oriya),dialect,,
nort2659,Northwestern Oriya,dialect,,
nort2660,North Balasore Oriya,dialect,,
midn1239,Midnapore Oriya,dialect,,
mugh1242,Mughalbandi,dialect,,
sout2666,Southern Oriya,dialect,,
kupi1238,Kupia,language,16.4708,79.5153
adiv1239,Kotia-Adivasi Oriya-Desiya,language,18.1046,82.8487
samb1325,Sambalpuri,language,21.2233,83.9315
halb1246,Halbic,family,,
naha1262,Nahari,language,20.4118,81.97747
kama1350,Kamar,language,20.5342,81.9101
bhun1242,Bhunjia,language,21.2761,83.1614
halb1244,Halbi,language,20.3081,81.3742
adku1239,Adkuri,dialect,,
kawa1275,Kawari,dialect,,
gach1239,Gachikolo,dialect,,
bhun1241,Bhunjia (Halbi),dialect,,
chan1307,Chandari,dialect,,
sund1250,Sundi,dialect,,
bast1246,Bastari,dialect,,
muri1258,Muri,dialect,,
meha1241,Mehari,dialect,,
bhat1265,Bhatri,language,19.26078,82.24055
indo1325,Indo-Aryan Southern zone,family,,
mara1416,Marathic,family,,
katk1238,Katkari,language,18.20687,73.287713
cent1984,Central Katkari,dialect,,
nort2661,Northern Katkari,dialect,,
sout2667,Southern Katkari,dialect,,
mara1422,Marathi-Konkani,family,,
oldm1248,Old-Modern Marathi,family,,
oldm1244,Old Marathi,language,18.0,75.0
mode1268,Modern Marathi,family,,
varl1238,Dungar Varli,language,20.5635,73.2975
west2385,Nihiri Varli,dialect,,
east2320,Dogri Varli,dialect,,
varh1239,Varhadi-Nagpuri,language,20.7139,79.7516
kost1245,Kosti,dialect,,
maha1289,Mahari,dialect,,
kunb1249,Kunban,dialect,,
kati1272,Katia,dialect,,
raip1238,Raipur,dialect,,
jhad1238,Jhadpi,dialect,,
marh1238,Marheti,dialect,,
kunb1250,Kunbi,dialect,,
brah1255,Brahmani,dialect,,
nata1253,Natakani,dialect,,
gova1251,Govari,dialect,,
samv1238,Samvedi,language,18.3068,74.9104
west2963,Western Marathi,family,,
konk1267,Konkan Marathi,language,18.404,73.994
kunb1252,Kunbis of Poona,dialect,,
dhan1268,Dhanagari,dialect,,
kiri1253,Kiristav,dialect,,
kuda1248,Kudali,dialect,,
thak1243,Thakuri,dialect,,
para1288,Parabhi,dialect,,
chit1277,Chitpavani,dialect,,
koli1252,Koli (Konkani),dialect,,
agar1250,Agari of Kolaba,dialect,,
bhan1240,Bhandari,dialect,,
maha1290,Mahari (Konkani),dialect,,
sang1319,Sangamesvari,dialect,,
ghat1238,Ghati,dialect,,
karh1238,Karhadi,dialect,,
dald1238,Daldi,dialect,,
phud1238,Phudagi,language,18.7153,73.3684
mara1378,Marathi,language,17.9344,76.6665
decc1239,Deccan Marathi,dialect,18.5919,75.717
andh1242,Andh,dialect,19.4734,77.7156
kalv1238,Kalvadi,dialect,,
bija1243,Bijapuri,dialect,,
goan1235,Goan Konkani,language,15.2732,74.2098
nort3364,Northern Konkani,dialect,,
mang1376,Karnataka Christian Konkani,dialect,,
bard1253,Bardes-Tiswadi Christian Konkani,dialect,,
goah1234,Goa Hindu Konkani,dialect,,
stan1303,Brahman Goa Hindu Konkani,dialect,,
gawd1238,Gaudde Goa Hindu Konkani,dialect,,
sout3347,Southern Konkani,dialect,,
sara1313,Southern Saraswat Brahman Konkani,dialect,,
saxt1234,Saxtti-Murmugao Christian Konkani,dialect,,
maha1305,Maharastri Prakrit,language,19.18,74.71
midl1245,Midlands Indo-Aryan,family,,
khan1271,Khandesic,family,,
dhan1264,Dhanki,language,20.7719,73.7418
khan1272,Khandesi,language,21.3181,74.142
rang1264,Rangari,dialect,,
nucl1283,Nuclear Khandesi,dialect,,
kunb1248,Kundi (Khandesi),dialect,,
dang1259,Dangri,dialect,,
kota1271,Kotali Bhil,dialect,,
apab1234,Apabhramsic,family,,
midd1350,Late Middle Indo-Aryan,language,26.61,78.97
guja1255,Gujarati-Rajasthani,family,,
guja1256,Gujaratic,family,,
saur1248,Saurashtra,language,9.99172,77.9427
sout2653,Southern Saurashtra,dialect,,
nort2652,Northern Saurashtra,dialect,,
dubl1239,Dubli,language,21.5161,73.218
guja1252,Gujarati,language,22.687,71.0962
tari1254,Tarimuki,dialect,,
kaka1263,Kakari,dialect,,
stan1296,Standard Gujarati,dialect,,
khar1282,Kharwa,dialect,,
gama1250,Gamadia,dialect,,
kath1249,Kathiyawadi,dialect,,
west2830,Western Gujaratic,family,,
wadi1248,Wadiyara Koli,language,26.0713,72.1312
nair1238,Nairya Koli,dialect,,
haso1241,Hasoria Bhil,dialect,,
thar1277,Tharadari Bhil,dialect,,
thar1276,Tharadari Koli,dialect,,
haso1242,Hasoria Koli,dialect,,
mewa1248,Mewasi,dialect,,
rard1238,Rardro Bhil,dialect,,
nucl1280,Nuclear Wadiyara Koli,dialect,,
aerr1238,Aer,language,25.254,69.029
jikr1238,Jikrio Goth Aer,dialect,,
jame1238,Jamesabad Aer,dialect,,
vagh1246,Vaghri,language,26.1404,68.6051
kach1272,Kachi Koli,language,24.2966,69.1901
raba1246,Rabari,dialect,,
kata1263,Katai Meghwar,dialect,,
zala1239,Zalavaria Koli,dialect,,
kach1274,Kachi,dialect,,
kach1273,Kachi Bhil,dialect,,
vagr1238,Vagri,dialect,,
raja1256,Rajasthani,family,,
bagr1245,Bagri-Jandavra,family,,
bagr1243,Bagri,language,31.4,75.06
vish1245,Vishnoi,dialect,,
bagr1246,Bagri of Rajasthan,dialect,,
bagd1238,Bagri of Haryana,dialect,,
jand1246,Jandavra,language,25.617,69.76
uncl1534,Unclassified Rajasthani,family,,
kabu1254,Kabutra,language,25.292,69.691
shek1243,Shekhawati,language,27.34,75.407
sika1258,Sikar,dialect,,
jhun1238,Jhunjhunu-Churu,dialect,,
merw1238,Merwari,language,26.771,74.095
west2831,Western Rajasthani,family,,
lamb1269,Lambadi,language,16.5734,76.9717
maha1288,Maharashtra Lamani,dialect,,
karn1250,Karnataka Lamani,dialect,,
andh1241,Andhra Pradesh Lamani,dialect,,
goar1239,Goaria,language,27.253,68.363
indu1243,Indus Rajasthani,family,,
dhat1238,Dhatki,language,26.4156,70.7826
malh1242,Malhi,dialect,,
bara1353,Barage,dialect,,
cent1979,Central Dhatki,dialect,,
sout2654,Southern Dhatki,dialect,,
east2310,Eastern Dhatki,dialect,,
park1237,Parkari Koli,language,24.486,69.9423
oddd1238,Od,language,27.53636,67.84754
marw1256,Marwari (Pakistan),language,28.3242,71.5671
sout2655,Southern Marwari,dialect,,
marw1257,Marwari Meghwar,dialect,,
marw1259,Marwari Bhil,dialect,,
marw1258,Marwari Bhat,dialect,,
nort2653,Northern Marwari,dialect,,
bhay1238,Bhaya,language,25.482,69.31
mewa1254,Mewati-Gojri,family,,
mewa1250,Mewati,language,27.736,76.947
godw1241,Godwari,language,24.885,72.846
mada1244,Madahaddi,dialect,,
siro1247,Sirohi,dialect,,
khun1256,Khuni,dialect,,
balv1238,Balvi,dialect,,
guja1253,Gujari,language,33.7,75.11
ajir1238,Ajiri of Hazara,dialect,,
baka1270,Bakarwali,dialect,,
west2375,Western Gujari,dialect,,
east2311,Eastern Gujari,dialect,,
gujj1234,Gujjari,dialect,,
pary1242,Parya,language,36.4922,69.26
marw1260,Marwari (India),language,27.002,75.0656
barm1242,Barmeri,dialect,,
mewa1253,Mewaric,family,,
mewa1249,Mewari,language,24.57,73.68
sarw1239,Sarwari,dialect,,
khai1246,Khairari,dialect,,
gora1259,Gorawati,dialect,,
gade1236,Gade Lohar,language,25.8583,78.2187
kanj1259,Kanjari,language,25.6999,74.7355
kuch1246,Kuchbandhi,dialect,,
east2890,Eastern Rajasthani,family,,
hado1235,Hadothi,language,24.8546,75.8366
hara1256,Harauti,dialect,,
sipa1246,Sipari,dialect,,
dhun1238,Dhundari,language,26.473,76.198
bhil1254,Bhil,family,,
dung1251,Dungra Bhil,language,22.306,73.187
mawc1242,Mawchi,language,21.5724,73.9956
padv1238,Padvi,dialect,,
nucl1282,Nuclear Mawchi,dialect,,
gamt1238,Gamti,dialect,,
baur1251,Bauria,language,25.2977,75.8713
wagd1238,Wagdi,language,23.6888,73.9022
sagw1238,Sagwara,dialect,,
kher1243,Kherwara,dialect,,
adiv1238,Adivasi Wagdi,dialect,,
chod1238,Chodri,language,20.8803,73.5283
gami1242,Gamit,language,21.0697,73.6839
pard1243,Pardhi,language,19.9989,77.1234
taka1260,Takari,dialect,,
pitt1245,Pittala Bhasha,dialect,,
neel1238,Neelishikari,dialect,,
dhod1238,Dhodia-Kukna,language,21.0656,73.2743
gara1268,Garasia Bhil,family,,
rajp1235,Rajput Garasia,language,24.5451,73.2472
adiw1235,Adiwasi Garasia,language,24.0712,73.1426
nima1243,Nimadi,language,22.1263,76.1264
bhua1238,Bhuani,dialect,,
paur1240,Pauri-Nahali,family,,
bhil1253,Bhilali,language,22.58346,74.59014
pary1243,Parya Bhilali,dialect,,
naha1261,Nahali-Baglani,language,21.43,74.827
paur1238,Pauri Bareli,language,21.228,74.337
rath1242,Rathwi Bareli,language,21.4375,74.9958
vaag1238,Vaagri Booli,language,12.215,79.5335
vasa1240,Vasave-Noiri,family,,
vasa1239,Vasavi,language,21.3624,73.8652
kotn1238,Kotni,dialect,,
dehv1238,Dehvali,dialect,,
ambo1247,Ambodi,dialect,,
khat1247,Khatalia,dialect,,
dogr1251,Dogri (Vasavi),dialect,,
noir1238,Noiri,language,22.8781,73.5486
baru1265,Barutiya,dialect,,
bhil1251,Bhili,language,20.85,73.9592
char1267,Charani,dialect,,
pate1245,Patelia,dialect,,
bhil1252,Bhilodi,dialect,,
bhim1238,Bhim,dialect,,
anar1243,Anarya,dialect,,
magr1238,Magra Ki Boli,dialect,,
habu1240,Habura,dialect,,
naha1260,Nahari (Bhili),dialect,,
konk1265,Konkani (Bhili),dialect,,
naik1249,Naikdi,dialect,,
kota1270,Kotali,dialect,,
siya1241,Siyalgir,dialect,,
ahir1242,Ahiri,dialect,,
dava1244,Davar Varli,dialect,,
rana1245,Ranawat,dialect,,
panc1245,Panchali,dialect,,
rani1238,Rani Bhil,dialect,,
malv1243,Malvi,language,23.488,75.562
sond1249,Sondhwadi,dialect,,
rang1263,Rangri,dialect,,
rang1262,Rangari (Malvi),dialect,,
raja1250,Rajawadi,dialect,,
bach1242,Bachadi,dialect,,
dhol1238,Dholewari,dialect,,
bhoy1241,Bhoyari,dialect,,
umad1240,Umadwadi,dialect,,
hosh1238,Hoshangabad,dialect,,
malv1244,Malvi Proper,dialect,,
ujja1238,Ujjaini,dialect,,
patv1238,Patvi,dialect,,
jamr1238,Jamral,dialect,,
kati1271,Katiyai,dialect,,
rath1244,Rathawi-Palya,family,,
paly1238,Palya Bareli,language,21.937,75.233
rath1243,Rathawi,language,22.309,73.186
indo1310,Indo-Aryan Northern zone,family,,
cent1977,Central Pahari,family,,
kuma1273,Kumaoni,language,29.5622,80.0171
cent1978,Central Kumauni,dialect,,
sout2652,Southeastern Kumauni,dialect,,
nort2651,Northeastern Kumauni,dialect,,
west2373,Western Kumauni,dialect,,
garh1243,Garhwali,language,30.5061,78.7201
rava1238,Ravai,dialect,,
majh1251,Majh-Kumaiya,dialect,,
bang1335,Bangani,dialect,29.8692,79.0686
sala1263,Salani,dialect,,
rath1241,Rathi,dialect,,
dess1238,Dessaulya,dialect,,
chan1306,Chandpuri,dialect,,
gang1264,Gangadi,dialect,,
nagp1247,Nagpuriya,dialect,,
parv1238,Parvati,dialect,,
bhat1261,Bhattiani,dialect,,
tehr1243,Tehri,dialect,,
lohb1238,Lohbya,dialect,,
badh1238,Badhani,dialect,,
srin1238,Srinagaria,dialect,,
jaun1244,Jaunpuri,dialect,,
east1436,Eastern Pahari,family,27.5947033333,87.6200833333
nepa1254,Nepali,language,28.0,85.0
bajh1238,Bajhangi,dialect,,
acch1238,Acchami,dialect,,
baju1244,Bajurali,dialect,,
dote1238,Doteli,dialect,,
nucl1265,Nuclear Nepali,dialect,,
bait1246,Baitadi,dialect,,
gork1241,Gorkhali,dialect,,
sora1251,Soradi,dialect,,
darj1238,Darjula,dialect,,
doty1234,Dotyali,language,29.242,80.7252
juml1238,Jumli,language,29.1708,82.437
chau1257,Chaudhabis,dialect,,
assi1246,Assi,dialect,,
sinj1240,Sinja,dialect,,
paac1238,Paachsai,dialect,,
shau1239,Shaurasenic,family,,
biha1245,Bihari,family,,
thar1284,Tharuic,family,,
unun9886,Unclassified Tharu,family,,
buks1238,Buksa,language,29.0853,79.4233
majh1253,Majhi,language,29.4559,80.3788
musa1263,Musasa,language,26.7329,87.5304
bant1279,Bantar (Nepal),dialect,,
rana1246,Rana Tharu,language,28.6483,80.4419
east2316,Eastern Tharu,family,,
kath1250,Kathoriya Tharu,language,28.5867,80.8931
dang1277,Dangaura-Khuna-Sonaha,family,,
sonh1238,Sonha,language,28.77817,81.21849
dang1260,Dangaura Tharu,language,27.8834,81.7761
kanc1244,Kanchanpur,dialect,,
surk1238,Surkhet,dialect,,
bank1239,Banke,dialect,,
kail1251,Kailali,dialect,,
dang1261,Dang,dialect,,
bard1252,Bardiya,dialect,,
deok1238,Deokhuri,dialect,,
chit1274,Chitwania Tharu,language,27.5825,84.4082
koch1247,Kochila Tharu,language,26.7251,84.6301
sarl1242,Sarlahi,dialect,,
dhan1266,Dhanusa,dialect,,
maho1247,Mahottari,dialect,,
suns1241,Sunsari (Nepal),dialect,,
sira1261,Siraha,dialect,,
mora1272,Morangia,dialect,,
uday1238,Udayapur,dialect,,
sapt1238,Saptari,dialect,,
mora1271,Morangiya,dialect,,
mait1254,Magadhan,family,,
mait1250,Maithili,language,26.3817,86.2211
kyab1238,Kyabrat,dialect,,
bant1278,Bantar,dialect,,
east2315,Eastern Maithili,dialect,,
kawa1274,Kawar,dialect,,
cent1982,Central Colloquial Maithili,dialect,,
sout2663,Southern Standard Maithili,dialect,,
deha1238,Dehati,dialect,,
bajj1234,Bajjika,dialect,,
jola1259,Jolaha,dialect,,
stan1301,Standard Maithili,dialect,,
makr1244,Makrana,dialect,,
sadr1247,Sadri (Maithili),dialect,,
tati1242,Tati (Maithili),dialect,,
bare1271,Barei,dialect,,
west2380,Western Maithili,dialect,,
musa1262,Musar (Maithili),dialect,,
barm1243,Barmeli,dialect,,
sada1243,Sadanic,family,,
sadr1250,Sadri-Panchpargania,family,,
sada1242,India-Nepal-Bangladesh Sadri,family,,
orao1237,Oraon Sadri,language,24.7458,88.9157
nurp1238,Nurpur Sadri,dialect,,
mokk1242,Mokkan Tila Sadri,dialect,,
bora1261,Borail Sadri,dialect,,
ucha1239,Uchai Sadri,dialect,,
sadr1248,Sadri,language,23.6585,84.8114
lowe1391,Lower Sadri,dialect,,
kisa1260,Kisan,dialect,,
comm1243,Common Sadri,dialect,,
panc1246,Panchpargania,language,23.447,85.7966
kudm1238,Kudmali,language,25.92,87.33
angi1238,Angika,language,26.0047,85.534
bhoj1246,Bhojpuric,family,,
cari1275,Caribbean Hindustani,language,5.722918,-55.333168
trin1268,Trinidad Bhojpuri,dialect,,
sarn1238,Sarnami Hindustani,dialect,,
bhoj1244,Bhojpuri,language,26.458455,84.817115
maur1239,Mauritian Bhojpuri,dialect,,
bojp1238,Bojpury,dialect,,
west2379,Western Standard Bhojpuri,dialect,,
purb1238,Purbi,dialect,,
bena1257,Benarsi,dialect,,
teli1241,Teli,dialect,,
domr1239,Domra,dialect,,
musa1261,Musahari,dialect,,
thar1278,Tharu (Bhojpuri),dialect,,
nort2656,Northern Standard Bhojpuri,dialect,,
sara1310,Sarawaria,dialect,,
bast1245,Basti,dialect,,
gora1260,Gorakhpuri,dialect,,
madh1242,Madhesi,dialect,,
bhoj1245,Bhojpuri Tharu,dialect,,
sout2661,Southern Standard Bhojpuri,dialect,,
maga1260,Magahi,language,25.0915,85.3335
nort2657,Northern Magahi,dialect,,
sout2662,Southern Magahi,dialect,,
cent1981,Central Magahi,dialect,,
unun9885,Unclassified Bihari,family,,
kusw1234,Kuswaric,family,,
dara1250,Darai,language,27.8623,84.1357
bote1238,Bote,language,27.7074,84.348
dhan1265,Dewas-Done Danuwar,language,27.362013,85.411517
dewa1234,Dewas Rai,dialect,,
done1239,Done Danuwar,dialect,,
koch1253,Kochariya-East Danuwar,language,27.094496,85.910081
koch1252,Kochariya,dialect,,
